Código;Tipo de foco;Pais;CCAA;Provincia;Comarca Ganadera (en focos nacionales);Región (en focos extranjeros);Municipio;UVL;Enfermedad;Nº de Especies Afectadas;Serotipo;Especie;Sensibles;Afectados;Fecha de confirmación
2007/4611;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pozoblanco;Córdoba;Lengua azul;2;;Caprinos, Ovinos;139 / 7;0 / 5;26/11/2007
2007/4610;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pozoblanco;Córdoba;Lengua azul;2;;Caprinos, Ovinos;20 / 572;0 / 34;28/09/2007
2007/4609;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pozoblanco;Córdoba;Lengua azul;1;;Ovinos;339;59;04/10/2007
2007/4608;Secundario;España;ANDALUCÍA;MÁLAGA;VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA);;Frigiliana;Málaga;Lengua azul;1;;Ovinos;117;60;15/11/2007
2007/4607;Secundario;España;ANDALUCÍA;CÓRDOBA;POSADAS (VEGA DEL GUADALQUIVIR);;Posadas;Córdoba;Lengua azul;1;;Ovinos;226;32;14/09/2007
2007/4606;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);;Niebla;Huelva;Lengua azul;1;;Ovinos;433;0;11/09/2007
2007/4605;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Peñarroya-Pueblonuevo;Córdoba;Lengua azul;1;;Ovinos;150;7;04/10/2007
2007/4604;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);;Estepona;Málaga;Lengua azul;1;;Ovinos;19;12;18/09/2007
2007/4603;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);;Estepona;Málaga;Lengua azul;2;;Caprinos, Ovinos;27 / 8;0 / 1;19/09/2007
2007/4602;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);;Estepona;Málaga;Lengua azul;1;;Ovinos;3;2;10/09/2007
2007/4601;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pedroche;Córdoba;Lengua azul;1;;Ovinos;146;19;29/10/2007
2007/4600;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pedroche;Córdoba;Lengua azul;1;;Ovinos;196;5;19/10/2007
2007/4599;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pedroche;Córdoba;Lengua azul;1;;Ovinos;43;2;19/10/2007
2007/4598;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pedroche;Córdoba;Lengua azul;1;;Ovinos;575;29;18/10/2007
2007/4597;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pedroche;Córdoba;Lengua azul;1;;Ovinos;90;7;08/10/2007
2007/4596;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Pedroche;Córdoba;Lengua azul;1;;Ovinos;207;3;15/11/2007
2007/4595;Secundario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);;Nava, La;Huelva;Lengua azul;1;;Ovinos;167;48;09/10/2007
2007/4594;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);;Minas de Riotinto;Huelva;Lengua azul;1;;Ovinos;9;0;12/11/2007
2007/4593;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;86;7;21/09/2007
2007/4592;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;1774;4;24/09/2007
2007/4591;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;5961;202;20/09/2007
2007/4590;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Guadalcanal;Sevilla;Lengua azul;2;;Caprinos, Ovinos;1311 / 4;0 / 213;21/09/2007
2007/4589;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Marines, Los;Huelva;Lengua azul;2;;Caprinos, Ovinos;201 / 22;0 / 10;17/10/2007
2007/4588;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);;Manzanilla;Huelva;Lengua azul;1;;Ovinos;39;13;14/11/2007
2007/4587;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;1;;Ovinos;8;1;08/11/2007
2007/4586;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;1;;Ovinos;291;1;03/10/2007
2007/4585;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;1;;Caprinos;154;0;11/10/2007
2007/4584;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;1;;Ovinos;5;1;08/11/2007
2007/4583;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;1;;Ovinos;13;1;28/11/2007
2007/4582;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;1;;Ovinos;12;1;14/11/2007
2007/4581;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;2;;Bovinos, Ovinos;60 / 96;0 / 8;08/10/2007
2007/4580;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;2;;Bovinos, Ovinos;14;0 / 1;04/10/2007
2007/4579;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Cortes de la Frontera;Málaga;Lengua azul;3;;Bovinos, Caprinos, Ovinos;11 / 46 / 85;0 / 2;22/11/2007
2007/4578;Secundario;España;ANDALUCÍA;ALMERÍA;RIO ANDARAX/RIO NACIMIENTO;;Fondón;Almería;Lengua azul;2;;Caprinos, Ovinos;1 / 6;0;26/11/2007
2007/4577;Secundario;España;ANDALUCÍA;ALMERÍA;RIO ANDARAX/RIO NACIMIENTO;;Fondón;Almería;Lengua azul;1;;Ovinos;38;0;30/11/2007
2007/4576;Secundario;España;ANDALUCÍA;MÁLAGA;VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA);;Comares;Málaga;Lengua azul;1;;Caprinos;430;0;15/11/2007
2007/4575;Secundario;España;ANDALUCÍA;MÁLAGA;VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA);;Comares;Málaga;Lengua azul;1;;Caprinos;336;0;15/11/2007
2007/4574;Secundario;España;ANDALUCÍA;MÁLAGA;VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA);;Comares;Málaga;Lengua azul;1;;Caprinos;240;0;19/11/2007
2007/4573;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Lepe;Huelva;Lengua azul;2;;Caprinos, Ovinos;299 / 5;0 / 2;29/11/2007
2007/4572;Secundario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);;Montoro;Córdoba;Lengua azul;3;;Bovinos, Caprinos, Ovinos;16 / 335 / 43;0 / 5;08/10/2007
2007/4571;Secundario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);;Jabugo;Huelva;Lengua azul;1;;Ovinos;39;1;08/10/2007
2007/4570;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Ovinos;415;77;03/10/2007
2007/4569;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Caprinos;27;0;27/11/2007
2007/4568;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Ovinos;93;2;24/10/2007
2007/4567;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;2;;Caprinos, Ovinos;3 / 646;0 / 100;08/11/2007
2007/4566;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;2;;Caprinos, Ovinos;153 / 273;0 / 5;24/10/2007
2007/4565;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;3;;Bovinos, Caprinos, Ovinos;1 / 11 / 4;0 / 4;04/10/2007
2007/4564;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;2;;Caprinos, Ovinos;4 / 808;0 / 98;24/10/2007
2007/4563;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Ovinos;148;11;27/11/2007
2007/4562;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;2;;Caprinos, Ovinos;366 / 4;0 / 11;10/10/2007
2007/4561;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Ovinos;14;2;27/11/2007
2007/4560;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Ovinos;92;2;26/10/2007
2007/4559;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Coín;Málaga;Lengua azul;1;;Ovinos;22;2;30/11/2007
2007/4558;Secundario;España;ANDALUCÍA;CÓRDOBA;MONTILLA (CAMPIÑA SUR);;Montilla;Córdoba;Lengua azul;1;;Ovinos;376;5;30/11/2007
2007/4557;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Lengua azul;2;;Caprinos, Ovinos;1049 / 12;0 / 77;04/10/2007
2007/4556;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Lengua azul;2;;Bovinos, Ovinos;65 / 9;0 / 4;29/10/2007
2007/4555;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Lengua azul;2;;Caprinos, Ovinos;135 / 37;0 / 48;26/11/2007
2007/4554;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Lengua azul;1;;Ovinos;354;30;19/11/2007
2007/4553;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;7;3;08/11/2007
2007/4552;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;837;14;26/11/2007
2007/4551;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;31;20;11/10/2007
2007/4550;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;137 / 6;0 / 1;24/10/2007
2007/4549;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;6 / 76;0 / 14;08/10/2007
2007/4548;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;52 / 74;0 / 18;30/11/2007
2007/4547;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;158 / 221;0 / 1;24/10/2007
2007/4546;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;394;22;10/10/2007
2007/4545;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;330;5;10/10/2007
2007/4544;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;1080 / 12;0 / 43;15/10/2007
2007/4543;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;121;0;23/10/2007
2007/4542;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;281;73;08/11/2007
2007/4541;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;1 / 77;0 / 3;30/11/2007
2007/4540;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;157;3;25/10/2007
2007/4539;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;27;25;08/11/2007
2007/4538;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;163;21;08/11/2007
2007/4537;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Casarabonela;Málaga;Lengua azul;1;;Ovinos;79;3;15/10/2007
2007/4536;Secundario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Hinojos;Huelva;Lengua azul;1;;Ovinos;1016;94;08/09/2007
2007/4535;Secundario;España;ANDALUCÍA;MÁLAGA;MALAGA (GUADAHORCE ORIENTAL);;Casabermeja;Málaga;Lengua azul;1;;Caprinos;352;0;05/11/2007
2007/4534;Secundario;España;ANDALUCÍA;JAÉN;LINARES (SIERRA MORENA/CAMPIÑA JAEN);;Guarromán;Jaén;Lengua azul;2;;Bovinos, Ovinos;102 / 674;0 / 5;13/11/2007
2007/4533;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;1;;Ovinos;43;10;02/10/2007
2007/4532;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;1;;Ovinos;24;4;16/11/2007
2007/4531;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;1;;Ovinos;57;18;15/11/2007
2007/4530;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;1;;Ovinos;67;0;13/11/2007
2007/4529;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;3;;Bovinos, Caprinos, Ovinos;12 / 128 / 20;0 / 4;05/11/2007
2007/4528;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;2;;Caprinos, Ovinos;13 / 144;0 / 8;15/11/2007
2007/4527;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;2;;Caprinos, Ovinos;104 / 14;0;13/11/2007
2007/4526;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Hinojales;Huelva;Lengua azul;1;;Ovinos;82;0;13/11/2007
2007/4525;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Caprinos;165;0;15/10/2007
2007/4524;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Ovinos;22;1;26/10/2007
2007/4523;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;3;;Bovinos, Caprinos, Ovinos;1309 / 2033 / 6;0 / 141;08/10/2007
2007/4522;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Caprinos;91;0;26/10/2007
2007/4521;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;2;;Caprinos, Ovinos;1 / 230;0 / 11;24/10/2007
2007/4520;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Caprinos;300;0;26/10/2007
2007/4519;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Caprinos;501;0;24/10/2007
2007/4518;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Caprinos;128;0;10/10/2007
2007/4517;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;2;;Caprinos, Ovinos;3 / 76;0 / 2;09/10/2007
2007/4516;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Caprinos;78;0;23/10/2007
2007/4515;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Ovinos;74;5;18/10/2007
2007/4514;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;1;;Ovinos;535;6;18/10/2007
2007/4513;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Cártama;Málaga;Lengua azul;2;;Caprinos, Ovinos;24 / 544;0 / 10;08/10/2007
2007/4512;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Ubrique;Cádiz;Lengua azul;1;;Ovinos;6;3;03/12/2007
2007/4511;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Ubrique;Cádiz;Lengua azul;1;;Ovinos;20;5;24/09/2007
2007/4510;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Ubrique;Cádiz;Lengua azul;2;;Bovinos, Caprinos;20 / 4;0;24/09/2007
2007/4509;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Ubrique;Cádiz;Lengua azul;1;;Ovinos;17;3;24/10/2007
2007/4508;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Higuera de la Sierra;Huelva;Lengua azul;2;;Bovinos, Ovinos;1 / 65;0 / 33;13/11/2007
2007/4507;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Trebujena;Cádiz;Lengua azul;1;;Ovinos;36;1;27/11/2007
2007/4506;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);;Granado, El;Huelva;Lengua azul;1;;Caprinos;286;0;15/10/2007
2007/4505;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);;Granado, El;Huelva;Lengua azul;1;;Ovinos;379;19;14/10/2007
2007/4504;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);;Granado, El;Huelva;Lengua azul;1;;Ovinos;27;9;16/11/2007
2007/4503;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Torre Alháquime;Cádiz;Lengua azul;2;;Caprinos, Ovinos;17 / 240;0 / 2;03/10/2007
2007/4502;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Granada de Río-Tinto, La;Huelva;Lengua azul;2;;Bovinos, Ovinos;32 / 81;0 / 1;05/10/2007
2007/4501;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Granada de Río-Tinto, La;Huelva;Lengua azul;2;;Caprinos, Ovinos;239 / 31;0 / 14;13/11/2007
2007/4500;Secundario;España;ANDALUCÍA;MÁLAGA;ANTEQUERA (ANTEQUERA);;Cañete la Real;Málaga;Lengua azul;1;;Ovinos;152;10;13/11/2007
2007/4499;Secundario;España;ANDALUCÍA;MÁLAGA;ANTEQUERA (ANTEQUERA);;Cañete la Real;Málaga;Lengua azul;1;;Ovinos;96;1;11/11/2007
2007/4498;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;396;6;09/10/2007
2007/4497;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;333;64;23/10/2007
2007/4496;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;207;53;10/12/2007
2007/4495;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;398;33;26/11/2007
2007/4494;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;450;20;03/12/2007
2007/4493;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;595;86;26/11/2007
2007/4492;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;729;38;26/11/2007
2007/4491;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;1300;132;26/11/2007
2007/4490;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;1047;69;26/11/2007
2007/4489;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;751;62;26/11/2007
2007/4488;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;288;18;26/11/2007
2007/4487;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;133;5;30/10/2007
2007/4486;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;417;29;10/12/2007
2007/4485;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;1081;38;26/11/2007
2007/4484;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;100;18;14/11/2007
2007/4483;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;639;39;16/10/2007
2007/4482;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;2;;Bovinos, Ovinos;173 / 278;0 / 9;23/10/2007
2007/4481;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Gibraleón;Huelva;Lengua azul;1;;Ovinos;115;3;25/09/2007
2007/4480;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Gibraleón;Huelva;Lengua azul;2;;Caprinos, Ovinos;1 / 8;0 / 7;16/11/2007
2007/4479;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Gibraleón;Huelva;Lengua azul;1;;Ovinos;1070;4;30/11/2007
2007/4478;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Guijo, El;Córdoba;Lengua azul;1;;Ovinos;377;3;22/10/2007
2007/4477;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Galaroza;Huelva;Lengua azul;2;;Caprinos, Ovinos;10 / 159;0 / 11;11/10/2007
2007/4476;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Galaroza;Huelva;Lengua azul;1;;Caprinos;6;0;15/10/2007
2007/4475;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Cazalla de la Sierra;Sevilla;Lengua azul;1;;Ovinos;140;4;20/09/2007
2007/4474;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Cazalla de la Sierra;Sevilla;Lengua azul;1;;Ovinos;2373;233;12/09/2007
2007/4473;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Castillo de las Guardas, El;Sevilla;Lengua azul;1;;Ovinos;22;1;09/10/2007
2007/4472;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Castillo de las Guardas, El;Sevilla;Lengua azul;1;;Ovinos;28;12;18/10/2007
2007/4471;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Castillo de las Guardas, El;Sevilla;Lengua azul;1;;Ovinos;34;7;09/10/2007
2007/4470;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Castillo de las Guardas, El;Sevilla;Lengua azul;1;;Ovinos;262;13;02/10/2007
2007/4469;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Castillo de las Guardas, El;Sevilla;Lengua azul;1;;Ovinos;29;3;02/10/2007
